discipline	desnorm_wchild	desnorm_wnochild	desnorm_mchild	desnorm_mnochild	injnorm_wchild	injnorm_wnochild	injnorm_mchild	injnorm_mnochild	aim_avg	resp_gender	hasunder10
Computer Science	5.0	5.0	5.0	5.0	8.0	8.0	8.0	8.0	16.5	M	False
Computer Science	5.0	10.0	5.0	10.0	10.0	10.0	10.0	10.0	12.0	M	False
Computer Science	5.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	M	False
Computer Science	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	14.0	M	False
Computer Science	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	15.0	M	False
Computer Science	5.0	11.0	14.0	15.0	6.0	12.0	14.0	14.0	12.0	M	False
Computer Science	4.0	6.0	5.0	7.0	4.0	6.0	5.0	7.0	5.0	F	False
Computer Science	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	F	False
Computer Science	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	15.0	M	True
Computer Science	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	15.0	M	False
Computer Science	2.0	4.0	5.0	6.0	5.0	5.0	5.0	5.0	3.0	F	False
Computer Science	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	20.0	M	False
Computer Science										M	False
Computer Science	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.5	M	False
Computer Science	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	M	False
Computer Science	5.0	7.0	5.0	7.0	2.0	4.0	2.0	4.0	7.0	M	False
Computer Science	8.0	10.0	10.0	12.0	12.0	12.0	12.0	12.0	15.0	M	True
Computer Science	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	M	False
Computer Science	4.0	7.0	5.0	7.0	4.0	6.0	4.0	6.0	6.0	M	False
Computer Science	10.0	15.0	10.0	15.0	5.0	5.0	5.0	5.0	17.5	M	False
Computer Science	5.0	8.0	7.0	8.0	8.0	8.0	8.0	8.0	12.0	F	False
Computer Science	4.0	8.0	5.0	8.0	8.0	8.0	8.0	8.0	9.0	M	False
Computer Science	3.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0	7.0	M	False
Computer Science	20.0	20.0	30.0	30.0	10.0	10.0	10.0	10.0	15.0	M	False
Computer Science	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0		M	False
Computer Science									7.5	M	False
Computer Science	6.0	8.0	6.0	8.0	10.0	10.0	10.0	10.0	7.0	M	False
Computer Science	5.0	8.0	8.0	8.0	5.0	8.0	8.0	8.0	11.0	M	False
Computer Science	6.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	F	False
Computer Science					10.0	10.0	10.0	10.0	11.0	F	False
Computer Science	5.0	5.0	6.0	7.0	5.0	5.0	5.0	5.0	7.5	M	False
Computer Science	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	6.0	M	False
Computer Science	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	M	False
Computer Science	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	3.5	M	False
Computer Science	5.0	6.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	M	False
Computer Science	10.0	10.0	10.0	10.0	8.0	8.0	8.0	8.0	12.0	M	False
Computer Science	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	13.0	F	True
Computer Science	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	7.5	M	False
Computer Science	5.0	7.0	5.0	7.0	5.0	7.0	5.0	7.0	7.5	M	False
Computer Science										F	True
Computer Science										M	True
Computer Science										M	True
Computer Science										M	True
Computer Science										M	False
Computer Science	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	8.0	M	False
Computer Science										M	True
Computer Science										M	False
Computer Science										M	True
Computer Science										F	False
Computer Science										M	False
Computer Science										F	False
Computer Science										M	False
Computer Science										M	False
Computer Science										F	False
Computer Science										M	True
Computer Science										M	True
Computer Science										M	False
Computer Science										M	False
Computer Science										M	True
Computer Science										M	False
Computer Science										M	False
Computer Science										M	False
Computer Science										M	False
Computer Science	5.0	7.0	12.0	12.0	8.0	10.0	12.0	12.0	5.0	F	False
Computer Science	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	M	False
Computer Science	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	11.0	F	True
Computer Science	2.0	5.0	5.0	10.0	4.0	6.0	6.0	10.0	7.0	F	True
Computer Science	3.0	7.0	6.0	8.0	5.0	5.0	5.0	5.0	9.5	M	False
Computer Science	5.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	7.0	M	False
