discipline	resp_gender	younger_than_40	count_eligible	took_some_leave	current_parleave	parleave_elig_first_child	had_children
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	1	True	3.0	2.0	True
Computer Science	F	False	1	False	2.0	1.0	True
Computer Science	F	False	2	True	3.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	2	True	2.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	2	True	2.0	1.0	True
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	M	False	1	True	3.0	2.0	True
Computer Science	F	False	0	False	4.0	1.0	True
Computer Science	M	False	1	True	1.0	1.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	0	False	1.0	0.0	True
Computer Science	M	False	0	False	4.0		False
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	3	False	1.0	2.0	True
Computer Science	M	False	2	True	1.0	0.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	1	True	3.0	0.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	F	False	2	True	4.0	2.0	True
Computer Science	F	False	2	True	1.0	2.0	True
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	False	0	False	2.0	0.0	True
Computer Science	M	False	0	False	2.0	0.0	True
Computer Science	M	False	0	False	4.0	0.0	True
Computer Science	M	False	1	False	1.0	2.0	True
Computer Science	F	False	1	True	1.0	2.0	True
Computer Science	F	False	0	False	4.0		False
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	F	False	0	False	4.0	0.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	1	False	1.0	2.0	True
Computer Science	M	False	1	True	1.0	2.0	True
Computer Science	M	False	0	False	4.0		False
Computer Science	M	False	0	False	2.0	0.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	F	False	0	False	4.0		False
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	M	False	2	True	4.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	1	True	1.0	2.0	True
Computer Science	F	False	3	True	2.0	2.0	True
Computer Science	F	False	2	True	3.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	1	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	2	True	3.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	1	True	1.0	2.0	True
Computer Science	M	False	1	True	2.0	2.0	True
Computer Science	F	False	2	True	1.0	1.0	True
Computer Science	F	False	0	False	2.0	1.0	True
Computer Science	M	False	1	False	1.0	1.0	True
Computer Science	M	False	1	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	1	True	2.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	False	0	False	3.0	1.0	True
Computer Science	M	False	2	True	1.0	0.0	True
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	1	False	4.0	2.0	True
Computer Science	M	False	2	True	2.0	2.0	True
Computer Science	M	False	0	False	2.0		False
Computer Science	M	False	2	False	1.0	2.0	True
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	M	False	0	False	4.0		False
Computer Science	F	False	0	False	1.0		False
Computer Science	F	False	2	True	4.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	1	True	1.0	0.0	True
Computer Science	F	False	3	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	1	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	F	False	0	False	4.0		False
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	2	True	2.0	0.0	True
Computer Science	F	False	2	True	2.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	2	False	1.0	2.0	True
Computer Science	F	False	2	True	2.0	2.0	True
Computer Science	M	False	2	False	1.0	2.0	True
Computer Science	F	False	2	True	1.0	2.0	True
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	F	False	2	True	2.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	M	False	2	True	2.0	2.0	True
Computer Science	M	False	0	False	2.0	1.0	True
Computer Science	M	False	1	True	1.0	2.0	True
Computer Science	M	False	2	True	3.0	2.0	True
Computer Science	F	False	0	False	2.0		False
Computer Science	F	False	1	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	False	0	False	2.0	0.0	True
Computer Science	F	False	1	True	2.0	2.0	True
Computer Science	F	False	0	False	1.0	1.0	True
Computer Science	M	False	1	True	2.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	4.0		False
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	2	True	3.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	F	False	2	True	2.0	2.0	True
Computer Science	F	False	0	False	1.0	0.0	True
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	M	False	0	False	2.0	1.0	True
Computer Science	M	False	1	True	1.0	2.0	True
Computer Science	F	False	0	False	4.0	0.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	F	False	2	True	2.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	1	False	1.0	2.0	True
Computer Science	M	False	0	False	2.0	0.0	True
Computer Science	M	False	1	True	2.0	2.0	True
Computer Science	M	False	1	True	1.0	0.0	True
Computer Science	M	False	3	False	1.0	2.0	True
Computer Science	M	False	0	False	2.0		False
Computer Science	F	False	1	True	1.0	2.0	True
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	F	False	0	False	2.0	0.0	True
Computer Science	M	False	4	True	1.0	2.0	True
Computer Science	M	False	1	True	2.0	2.0	True
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	F	False	2	True	3.0	2.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	False	2	False	2.0	2.0	True
Computer Science	M	False	1	True	4.0	1.0	True
Computer Science	F	False	0	False	1.0		False
Computer Science	M	False	2	True	1.0	2.0	True
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	F	False	2	True	3.0	2.0	True
Computer Science	F	False	2	True	2.0	2.0	True
Computer Science	F	False	2	True	2.0	2.0	True
Computer Science	F	False	1	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	0	False	4.0		False
Computer Science	M	False	0	False	4.0	0.0	True
Computer Science	M	False	0	False	4.0		False
Computer Science	M	False	0	False	4.0		False
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	1	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	2.0	1.0	True
Computer Science	F	False	0	False	4.0		False
Computer Science	F	False	1	True	3.0	2.0	True
Computer Science	M	False	1	True	2.0	2.0	True
Computer Science	F	False	1	True	2.0	2.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	F	False	1	True	2.0	2.0	True
Computer Science	M	False	1	True	1.0	2.0	True
Computer Science	F	False	1	False	1.0	2.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	F	False	1	True	3.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	1	True	1.0	2.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	False	1	False	1.0	2.0	True
Computer Science	M	False	2	True	2.0	2.0	True
Computer Science	M	False	2	True	4.0	2.0	True
Computer Science	F	True	0	False	1.0	0.0	True
Computer Science	M	True	0	False		1.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	1	True	3.0	2.0	True
Computer Science	M	True	0	False	3.0		False
Computer Science	M	True	0	False	4.0	1.0	True
Computer Science	M	True	0	False	4.0	1.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	2	False	1.0	2.0	True
Computer Science	M	True	1	True	4.0	2.0	True
Computer Science	M	True	2	True	2.0	2.0	True
Computer Science	F	True	0	False	1.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	2	True	1.0	2.0	True
Computer Science	F	True	1	False	1.0	2.0	True
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	M	True	2	True	2.0	1.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	1	True	2.0	2.0	True
Computer Science	M	True	0	False	3.0	1.0	True
Computer Science	M	True	2	True	4.0	2.0	True
Computer Science	M	True	2	False	1.0	2.0	True
Computer Science	M	True	0	False	3.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	2	True	3.0	2.0	True
Computer Science	M	True	1	False	2.0	2.0	True
Computer Science	M	True	1	False	1.0	2.0	True
Computer Science	F	True	0	False	1.0	0.0	True
Computer Science	M	True	0	False	4.0	1.0	True
Computer Science	M	True	2	True	2.0	2.0	True
Computer Science	F	True	0	False	2.0		False
Computer Science	F	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0	1.0	True
Computer Science	M	True	2	True	1.0	2.0	True
Computer Science	F	True	0	False	4.0	1.0	True
Computer Science	M	True	1	True	2.0	2.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	1	False	1.0	2.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	1	True	3.0	2.0	True
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	M	True	1	True	1.0	2.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	1	True	4.0	2.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	F	True	1	True	2.0	2.0	True
Computer Science	F	True	1	True	2.0	2.0	True
Computer Science	M	True	1	False	2.0	1.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	2	True	2.0	2.0	True
Computer Science	M	True	0	False	4.0	1.0	True
Computer Science	M	True	0	False	2.0	1.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	F	True	0	False	3.0		False
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	M	True	0	False	4.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	F	True	0	False	3.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	2	True	2.0	2.0	True
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	F	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	F	True	1	True	1.0	2.0	True
Computer Science	M	True	1	True	2.0	2.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	0	False	2.0		False
Computer Science	M	True	1	True	1.0	2.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	4.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	3.0		False
Computer Science	M	True	1	False	2.0	0.0	True
Computer Science	M	True	0	False	2.0	0.0	True
Computer Science	F	True	0	False	2.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0	1.0	True
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0	0.0	True
Computer Science	M	True	1	True	2.0	2.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	2	True	4.0	2.0	True
Computer Science	M	True	2	False	1.0	2.0	True
Computer Science	M	True	1	True	2.0	2.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	1	True	4.0	2.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	1	True	1.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0	1.0	True
Computer Science	F	True	0	False	4.0		False
Computer Science	M	True	0	False	3.0		False
Computer Science	F	True	0	False	3.0		False
Computer Science	M	True	3	False	1.0	2.0	True
Computer Science	M	True	1	True	2.0	1.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	F	True	0	False	2.0	1.0	True
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	M	True	1	False	3.0	2.0	True
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	1	True	1.0	0.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	F	True	0	False	2.0	1.0	True
Computer Science	M	True	2	False	1.0	2.0	True
Computer Science	M	True	1	True	2.0	2.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	F	True	0	False	4.0		False
Computer Science	M	True	2	True	1.0	2.0	True
Computer Science	F	True	1	True	2.0	2.0	True
Computer Science	M	True	0	False	4.0	0.0	True
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	2	True	3.0	2.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	3.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	F	True	1	True	3.0	2.0	True
Computer Science	M	True	0	False	2.0	1.0	True
Computer Science	M	True	1	True	1.0	0.0	True
Computer Science	M	True	0	False	2.0	0.0	True
Computer Science	M	True	1	True	2.0	0.0	True
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	1	True	1.0	1.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	F	True	0	False	2.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0	0.0	True
Computer Science	F	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0	1.0	True
Computer Science	M	True	1	False	4.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	1	False	1.0	2.0	True
Computer Science	M	True	0	False	2.0	0.0	True
Computer Science	F	True	1	True	2.0	2.0	True
Computer Science	M	True	0	False			False
Computer Science	F	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	F	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	4.0	1.0	True
Computer Science	F	True	0	False		0.0	True
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	0	False	2.0	1.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	0	False	2.0		False
Computer Science	M	True	1	False	2.0	2.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0	0.0	True
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	1	True	2.0	2.0	True
Computer Science	F	True	0	False	2.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	1	True	3.0	1.0	True
Computer Science	M	True	0	False	3.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	0	False	3.0		False
Computer Science	F	True	1	True	4.0	2.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	2	False	1.0	2.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	2	True	1.0	2.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	2.0	0.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	2	True	3.0	2.0	True
Computer Science	M	True	1	False	1.0	2.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	4	False	1.0	2.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	F	True	0	False	3.0	1.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	1	True	2.0	1.0	True
Computer Science	F	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	F	True	0	False	1.0	1.0	True
Computer Science	M	True	0	False	1.0	1.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	3.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0	0.0	True
Computer Science	M	True	0	False	4.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0	1.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	3.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	0	False	1.0		False
Computer Science	F	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	4.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	F	True	1	False	1.0	1.0	True
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False		0.0	True
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			True
Computer Science	F	False	0	False			True
Computer Science	M	False	3	False		2.0	True
Computer Science	M	False	0	False			True
Computer Science	M	False	2	True		2.0	True
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False			True
Computer Science	M	False	3	False		2.0	True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			False
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False			False
Computer Science	M	False	1	False		2.0	True
Computer Science	M	False	0	False			True
Computer Science	F	False	1	True		2.0	True
Computer Science	M	False	0	False			False
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False		0.0	True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			False
Computer Science	M	False	0	False		0.0	True
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False			True
Computer Science	F	False	0	False			True
Computer Science	M	False	0	False			False
Computer Science	M	False	0	False		0.0	True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	2	True		2.0	True
Computer Science	F	False	0	False			False
Computer Science	M	False	0	False			True
Computer Science	F	False	0	False			True
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			False
Computer Science	F	False	0	False	2.0	1.0	True
Computer Science	F	False	0	False			False
Computer Science	M	False	0	False		1.0	True
Computer Science	F	False	0	False			True
Computer Science	F	False	0	False			True
Computer Science	F	False	2	True		2.0	True
Computer Science	F	False	1	True	3.0	2.0	True
Computer Science	M	False	2	True		2.0	True
Computer Science	M	False	2	False		2.0	True
Computer Science	M	False	0	False			False
Computer Science	M	False	0	False			True
Computer Science	M	False	1	True		2.0	True
Computer Science	M	False	0	False			True
Computer Science	F	False	0	False			True
Computer Science	M	False	0	False			True
Computer Science	F	True	0	False		0.0	True
Computer Science	M	True	0	False			True
Computer Science	M	True	0	False			True
Computer Science	M	True	0	False			True
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False	2.0		False
Computer Science	M	True	0	False			True
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False			True
Computer Science	F	True	0	False			False
Computer Science	M	True	0	False			False
Computer Science	F	True	0	False			False
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False			False
Computer Science	F	True	0	False			False
Computer Science	M	True	0	False		0.0	True
Computer Science	M	True	0	False		1.0	True
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False		0.0	True
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False			False
Computer Science	M	True	0	False			False
Computer Science	M	False	0	False			True
Computer Science	M	False	0	False			False
Computer Science	M	False	0	False	4.0		False
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	0	False	1.0	0.0	True
Computer Science	M	False	1	False	1.0	0.0	True
Computer Science	M	False	2	False	2.0	2.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	F	True	0	False	3.0		False
Computer Science	M	False	1	True	1.0	2.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	False	2	True	3.0	2.0	True
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	True	0	False	2.0	1.0	True
Computer Science	F	True	0	False	1.0	0.0	True
Computer Science	M	False	3	False	1.0	2.0	True
Computer Science	M	False	0	False	3.0	1.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	4.0	0.0	True
Computer Science	M	False	0	False	2.0		False
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	4.0		False
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	True	0	False	1.0		False
Computer Science	M	True	0	False	1.0		False
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	1.0	0.0	True
Computer Science	M	False	2	False	1.0	2.0	True
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	M	False	0	False	1.0		False
Computer Science	M	False	0	False		1.0	True
Computer Science	M	False	0	False	4.0	1.0	True
Computer Science	F	False	2	True	4.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	F	False	0	False	4.0		False
Computer Science	F	False	2	True	2.0	2.0	True
Computer Science	M	False	0	False		0.0	True
Computer Science	M	False	2	False	2.0	2.0	True
Computer Science	M	False	0	False	1.0	1.0	True
Computer Science	M	False	0	False	4.0	0.0	True
Computer Science	F	False	1	True	4.0	1.0	True
